cell_id,cathode_weight,cathode_loading_density,cathode_porosity,cathode_AM_thickness,anode_loading_density,anode_porosity,anode_AM_thickness,energy_0.1C,energy_0.2C,energy_0.5C,energy_1C,energy_2C,energy_3C,energy_5C,energy_density_0.1C,energy_density_0.2C,energy_density_0.5C,energy_density_1C,energy_density_2C,energy_density_3C,energy_density_5C,capacity_0.1C,capacity_0.2C,capacity_0.5C,capacity_1C,capacity_2C,capacity_3C,capacity_5C,specific_capacity_0.1C,specific_capacity_0.2C,specific_capacity_0.5C,specific_capacity_1C,specific_capacity_2C,specific_capacity_3C,specific_capacity_5C
3.1-16,0.0114,15.6609,19.5534,45.9,10.3288,0.279,63.3,0.0067,0.0066,0.0058,0.0052,0.0035,0.0021,0.0008,0.5869,0.5793,0.5086,0.4526,0.3084,0.1821,0.0717,1.862,1.8,1.593,1.449,1.014,0.611,0.25,162.7622,157.3427,139.2483,126.6608,88.6364,53.4091,21.8532
3.1-17,0.0114,15.6609,20.7619,46.6,10.3938,0.258,61.9,0.0047,0.0047,0.0038,0.0028,0.0013,0.0007,0.0003,0.4094,0.4069,0.3344,0.2412,0.1143,0.0571,0.0233,1.333,1.312,1.083,0.784,0.38,0.195,0.082,116.521,114.6853,94.6678,68.5315,33.2168,17.0455,7.1678
3.1-18,0.0114,15.6609,19.3778,45.8,10.3288,0.288,64.1,0.0059,0.0056,0.0045,0.0029,0.0015,0.0009,0.0003,0.5136,0.4894,0.3897,0.2511,0.1334,0.0753,0.0293,1.672,1.576,1.257,0.813,0.44,0.256,0.104,146.1539,137.7622,109.8776,71.0664,38.4615,22.3776,9.0909
3.1-19,0.0114,15.6609,19.0242,45.6,10.3288,0.2406,60.1,0.005,0.0048,0.0039,0.0026,0.0013,0.0007,0.0003,0.439,0.4217,0.3434,0.229,0.1141,0.0592,0.0224,1.442,1.356,1.111,0.744,0.38,0.202,0.08,126.049,118.5315,97.1154,65.035,33.2168,17.6573,6.993
3.1-20,0.0112,15.2789,23.0249,46.8,10.3288,0.2924,64.5,0.0054,0.005,0.0039,0.0024,0.0011,0.0005,0.0002,0.4793,0.4514,0.3473,0.2149,0.0957,0.0452,0.0161,1.572,1.425,1.103,0.686,0.315,0.153,0.057,140.8602,127.6882,98.8351,61.4695,28.2258,13.7097,5.1075
3.1-21,0.011,15.0242,19.6736,44.1,10.3938,0.271,63,0.0047,0.0049,0.0039,0.0026,0.0012,0.0006,0.0002,0.4249,0.4438,0.3564,0.2398,0.1086,0.053,0.0212,1.308,1.371,1.099,0.745,0.346,0.173,0.072,119.2343,124.9772,100.1823,67.9125,31.5406,15.7703,6.5634
3.1-22,0.011,15.0242,22.4859,45.7,10.3288,0.2444,60.4,0.0052,0.0045,0.0034,0.0021,0.0011,0.0006,0.0002,0.4726,0.4078,0.3101,0.1914,0.0954,0.0519,0.0183,1.522,1.284,0.978,0.602,0.307,0.173,0.064,138.742,117.0465,89.1522,54.8769,27.9854,15.7703,5.8341
3.1-23,0.0114,15.5335,18.6116,45,10.3288,0.2924,64.5,0.0054,0.0056,0.0044,0.0032,0.0017,0.0009,0.0003,0.474,0.4917,0.3871,0.2828,0.1501,0.0776,0.0276,1.5438,1.551,1.225,0.912,0.495,0.263,0.098,136.015,136.652,107.9295,80.3524,43.6123,23.1718,8.6344
3.1-24,0.0113,15.4062,18.737,44.7,10.3288,0.2639,62,0.0048,0.0045,0.0032,0.0018,0.0008,0.0004,0.0002,0.4251,0.3991,0.2854,0.16,0.0736,0.039,0.0141,1.366,1.281,0.927,0.521,0.245,0.134,0.051,121.4222,113.8667,82.4,46.3111,21.7778,11.9111,4.5333
3.1-25,0.0113,15.4062,19.8133,45.3,10.3288,0.2493,60.8,0.006,0.0062,0.0048,0.0036,0.0022,0.0014,0.0005,0.532,0.5494,0.4264,0.3156,0.1966,0.1243,0.0485,1.683,1.715,1.324,0.994,0.634,0.411,0.168,149.6,152.4444,117.6889,88.3556,56.3556,36.5333,14.9333
3.1-26,0.0114,15.5335,20.7256,46.2,10.3938,0.2384,60.3,0.0057,0.0054,0.0043,0.0025,0.0013,0.0007,0.0002,0.4998,0.4726,0.3752,0.2239,0.1122,0.0614,0.021,1.651,1.507,1.209,0.725,0.369,0.209,0.075,145.4626,132.7753,106.5198,63.8767,32.511,18.4141,6.6079
3.1-27,0.0114,15.5335,19.3287,45.4,10.3938,0.2446,60.8,0.0054,0.0051,0.0039,0.0023,0.0011,0.0005,0.0002,0.4793,0.4477,0.3418,0.2063,0.0926,0.0437,0.016,1.576,1.437,1.1,0.668,0.308,0.151,0.058,138.8546,126.6079,96.9163,58.8546,27.1366,13.304,5.1101
3.2-1,0.0111,15.1516,27.0936,49,10.4588,0.3398,70,0.0069,0.0064,0.0049,0.0039,0.0029,0.0021,0.0013,0.6202,0.5812,0.443,0.348,0.2594,0.1906,0.1192,1.908,1.747,1.32,1.052,0.803,0.601,0.39,172.3577,157.8139,119.2412,95.0316,72.5384,54.2909,35.2304
3.2-3,0.0111,15.1516,27.0936,49,10.4588,0.3398,70,0.007,0.0065,0.0057,0.0053,0.0036,0.0025,0.0015,0.6362,0.5867,0.5148,0.4808,0.3288,0.2286,0.137,1.961,1.749,1.54,1.473,1.024,0.722,0.447,177.1454,157.9946,139.1147,133.0623,92.5023,65.2213,40.3794
3.2-4,0.0114,15.1516,27.0936,49,10.3938,0.3439,70,0.0069,0.0064,0.0053,0.0041,0.0026,0.0017,0.0009,0.6059,0.5569,0.4619,0.3543,0.2239,0.144,0.0764,1.921,1.71,1.422,1.106,0.712,0.466,0.258,167.9196,149.4755,124.3007,96.6783,62.2378,40.7343,22.5525
3.2-5,0.0113,15.6609,24.6429,49,10.3938,0.3439,70,0.0073,0.0067,0.0057,0.0048,0.0033,0.0023,0.0014,0.6476,0.5953,0.5056,0.4225,0.2966,0.2066,0.1251,2.027,1.808,1.537,1.308,0.937,0.663,0.415,180.1778,160.7111,136.6222,116.2667,83.2889,58.9333,36.8889
3.2-6,0.0115,15.4062,25.8682,49,10.3288,0.348,70,0.0073,0.0068,0.0062,0.0051,0.0037,0.0025,0.0015,0.6338,0.5894,0.5338,0.4416,0.3193,0.2192,0.1255,2.027,1.823,1.661,1.393,1.032,0.722,0.427,175.8023,158.1093,144.059,120.8153,89.5056,62.6193,37.0338
3.2-7,0.0114,15.7882,19.0757,46,9.8741,0.3019,62.5,0.0057,0.0056,0.0045,0.0034,0.002,0.0013,0.0006,0.4989,0.4891,0.3926,0.2974,0.1777,0.1131,0.0505,1.626,1.556,1.249,0.958,0.586,0.383,0.179,143.2599,137.0925,110.0441,84.4053,51.63,33.7445,15.7709
3.2-8,0.0115,15.5335,20.0333,45.8,10.2639,0.2685,62,0.0044,0.0046,0.0038,0.0026,0.0015,0.0009,0.0004,0.3824,0.3999,0.3282,0.2265,0.1312,0.0814,0.0362,1.243,1.29,1.061,0.729,0.429,0.273,0.127,107.8057,111.8821,92.0208,63.2264,37.2073,23.6774,11.0147
3.2-10,0.0116,15.9155,18.6001,46.1,10.3288,0.2543,61.2,0.0042,0.0042,0.0029,0.0018,0.0009,0.0005,0.0002,0.3625,0.3589,0.2516,0.1523,0.0755,0.0396,0.0152,1.196,1.199,0.848,0.51,0.259,0.14,0.056,102.8375,103.0954,72.9149,43.8521,22.27,12.0378,4.8151
3.2-11,0.0114,15.5335,18.9718,45.2,10.2639,0.2626,61.5,0.0051,0.0053,0.0044,0.0034,0.0016,0.0008,0.0003,0.4448,0.4663,0.3829,0.2981,0.1389,0.0667,0.0271,1.433,1.483,1.211,0.958,0.456,0.224,0.095,126.2555,130.6608,106.696,84.4053,40.1762,19.7357,8.37
3.2-12,0.0116,15.9155,19.3003,46.5,10.2639,0.2553,60.9,0.005,0.0051,0.0037,0.0023,0.0015,0.001,0.0004,0.4254,0.4373,0.3207,0.1964,0.1282,0.0882,0.0375,1.368,1.445,1.069,0.645,0.432,0.307,0.137,117.6268,124.2476,91.9175,55.46,37.1453,26.3973,11.7799
3.2-13,0.0115,15.7882,18.3658,45.6,10.2639,0.2697,62.1,0.0062,0.0061,0.0049,0.0038,0.0023,0.0015,0.0007,0.5339,0.5291,0.4261,0.3295,0.1993,0.1296,0.0623,1.745,1.69,1.363,1.07,0.658,0.438,0.221,151.3443,146.5742,118.2134,92.8014,57.0685,37.9879,19.1674
3.2-14,0.0114,15.6609,19.2014,45.7,10.2639,0.2601,61.3,0.0046,0.0045,0.0035,0.0018,0.0009,0.0006,0.0003,0.3986,0.3922,0.3016,0.1562,0.0815,0.0535,0.0221,1.273,1.279,0.997,0.511,0.27,0.184,0.08,111.2762,111.8007,87.1504,44.6678,23.6014,16.0839,6.993
3.2-15,0.0114,15.5335,19.506,45.5,10.4588,0.2546,62,0.0047,0.0048,0.0036,0.0021,0.0011,0.0007,0.0003,0.4098,0.4203,0.3129,0.1833,0.1008,0.066,0.028,1.346,1.363,1.023,0.594,0.329,0.222,0.1,118.5903,120.0881,90.1322,52.3348,28.9868,19.5595,8.8106
3.2-16,0.0115,15.7882,19.7733,46.4,10.5237,0.2711,63.8,0.0058,0.0057,0.0046,0.0033,0.002,0.0012,0.0005,0.5056,0.4913,0.4007,0.2821,0.1687,0.1064,0.0453,1.689,1.581,1.305,0.926,0.559,0.361,0.16,146.4874,137.1206,113.183,80.3122,48.4822,31.3096,13.8768
3.2-17,0.0113,15.4062,19.6359,45.2,10.4588,0.2618,62.6,0.0061,0.006,0.0049,0.0038,0.0023,0.0015,0.0007,0.5415,0.5302,0.4384,0.3386,0.2064,0.1323,0.0602,1.718,1.649,1.374,1.069,0.663,0.435,0.207,152.7111,146.5778,122.1333,95.0222,58.9333,38.6667,18.4
3.2-18,0.0114,15.5335,19.506,45.5,10.3288,0.2579,61.5,0.0051,0.0047,0.0034,0.0022,0.0012,0.0007,0.0002,0.4449,0.4096,0.3024,0.1977,0.1067,0.0592,0.0215,1.461,1.311,0.987,0.643,0.354,0.203,0.077,128.7225,115.5066,86.9604,56.652,31.1894,17.8855,6.7841
3.2-19,0.0114,15.6609,19.2014,45.7,10.3938,0.2568,61.8,0.0059,0.006,0.005,0.0036,0.0022,0.0014,0.0006,0.5135,0.5227,0.4351,0.3109,0.1944,0.1239,0.0509,1.691,1.662,1.398,1.002,0.637,0.416,0.179,147.8147,145.2797,122.2028,87.5874,55.6818,36.3636,15.6469
3.2-20,0.0114,15.6609,19.0242,45.6,10.3938,0.258,61.9,0.0064,0.0063,0.0052,0.0044,0.0027,0.0017,0.0007,0.5595,0.5532,0.4567,0.3802,0.2324,0.1439,0.0597,1.794,1.745,1.443,1.222,0.762,0.483,0.21,156.8182,152.535,126.1364,106.8182,66.6084,42.2203,18.3566
3.2-21,0.0114,15.6609,19.2014,45.7,10.3938,0.252,61.4,0.0058,0.006,0.0051,0.0042,0.0028,0.0017,0.0007,0.5071,0.5272,0.4454,0.3688,0.2447,0.1455,0.0615,1.656,1.661,1.409,1.183,0.802,0.486,0.213,144.7552,145.1923,123.1643,103.4091,70.1049,42.4825,18.6189
3.2-22,0.0114,15.5335,19.8583,45.7,10.4588,0.2606,62.5,0.0049,0.0042,0.0029,0.0016,0.0008,0.0004,0.0001,0.4282,0.3659,0.255,0.1366,0.0687,0.0356,0.0123,1.426,1.186,0.839,0.443,0.229,0.123,0.045,125.6388,104.4934,73.9207,39.0308,20.1762,10.837,3.9648
3.2-23,0.011,15.0242,21.4546,45.1,10.3938,0.264,62.4,0.0039,0.0039,0.0031,0.0018,0.001,0.0006,0.0002,0.3595,0.3593,0.281,0.1647,0.0926,0.0571,0.022,1.104,1.107,0.881,0.512,0.294,0.188,0.076,100.6381,100.9116,80.3099,46.6727,26.8004,17.1377,6.928
3.2-24,0.011,15.0242,20.9287,44.8,9.8091,0.2998,61.9,0.0046,0.0041,0.0031,0.0019,0.0011,0.0007,0.0003,0.423,0.3773,0.282,0.1706,0.0959,0.0612,0.0258,1.359,1.163,0.88,0.529,0.304,0.201,0.088,123.8833,106.0164,80.2188,48.2224,27.7119,18.3227,8.0219
3.2-25,0.0112,15.2789,20.1234,45.1,9.8741,0.2906,61.5,0.0057,0.0061,0.0052,0.0045,0.0028,0.0017,0.0007,0.5123,0.542,0.4682,0.4048,0.2503,0.1547,0.066,1.628,1.655,1.433,1.265,0.797,0.501,0.222,145.8781,148.2975,128.405,113.3513,71.4158,44.8925,19.8925
3.2-26,0.0111,15.1516,19.5402,44.4,9.8741,0.2974,62.1,0.0054,0.0052,0.0041,0.0028,0.0014,0.0008,0.0003,0.4918,0.4654,0.3733,0.2523,0.128,0.0743,0.0283,1.561,1.449,1.164,0.793,0.41,0.245,0.098,141.0117,130.8943,105.1491,71.6351,37.037,22.1319,8.8528
3.3-1,0.0112,15.2789,32.0295,53,10.1339,0.403,75,0.0076,0.0074,0.0071,0.0067,0.0055,0.0033,0.0013,0.6819,0.6625,0.6319,0.5979,0.4959,0.2965,0.1134,2.088,1.994,1.921,1.852,1.585,0.953,0.375,187.0968,178.6738,172.1326,165.9498,142.0251,85.3943,33.6022
3.3-2,0.0114,15.6609,30.3302,53,10.1989,0.3991,75,0.0075,0.0071,0.007,0.0068,0.0059,0.0038,0.0015,0.6554,0.6212,0.61,0.59,0.5144,0.3306,0.1323,2.072,1.908,1.892,1.862,1.675,1.079,0.442,181.1189,166.7832,165.3846,162.7622,146.4161,94.3182,38.6364
3.3-3,0.0114,15.6609,30.3302,53,10.1989,0.3991,75,0.0075,0.0071,0.0071,0.0067,0.0057,0.0037,0.0015,0.6571,0.6205,0.6175,0.5861,0.5018,0.3237,0.1309,2.077,1.91,1.924,1.859,1.643,1.066,0.441,181.5559,166.958,168.1818,162.5,143.6189,93.1818,38.549
3.3-4,0.0111,15.1516,32.5959,53,9.9391,0.4144,75,0.0073,0.0069,0.0068,0.0065,0.0057,0.0039,0.0017,0.6616,0.6267,0.6121,0.59,0.5121,0.348,0.1529,2.027,1.864,1.842,1.809,1.622,1.11,0.498,183.1075,168.383,166.3957,163.4146,146.5221,100.271,44.9865
3.3-5,0.011,15.0242,33.1624,53,10.069,0.4068,75,0.0072,0.0067,0.006,0.0051,0.0034,0.0022,0.0012,0.6513,0.6081,0.5458,0.4616,0.3079,0.1958,0.109,1.994,1.798,1.622,1.397,0.953,0.611,0.351,181.7685,163.9016,147.8578,127.3473,86.8733,55.6974,31.9964
3.3-6,0.0113,15.4062,31.4631,53,10.069,0.4068,75,0.0073,0.0067,0.0061,0.006,0.0049,0.0035,0.002,0.6479,0.592,0.5414,0.5327,0.4332,0.3097,0.1761,2.019,1.788,1.643,1.65,1.382,0.999,0.582,179.4667,158.9333,146.0444,146.6667,122.8444,88.8,51.7333
3.3-7,0.0112,15.2789,24.7926,47.9,9.9391,0.4025,73.5,0.0065,0.0063,0.0053,0.0041,0.0026,0.0016,0.0007,0.5844,0.568,0.4788,0.371,0.2338,0.1447,0.067,1.823,1.729,1.469,1.157,0.75,0.475,0.232,163.3513,154.9283,131.6308,103.6738,67.2043,42.5627,20.7885
3.3-8,0.0114,15.6609,22.9124,47.9,9.9391,0.3866,71.6,0.0065,0.0063,0.0054,0.0046,0.0029,0.0016,0.0006,0.5716,0.547,0.4678,0.4018,0.2505,0.1386,0.0508,1.811,1.73,1.477,1.298,0.83,0.47,0.179,158.3042,151.2238,129.1084,113.4615,72.5525,41.0839,15.6469
3.3-9,0.0114,15.6609,22.0992,47.4,10.004,0.409,74.8,0.0067,0.0063,0.0052,0.0041,0.0027,0.0018,0.0009,0.584,0.5541,0.4583,0.3566,0.2357,0.1557,0.0802,1.874,1.744,1.446,1.137,0.77,0.519,0.28,163.8112,152.4476,126.3986,99.3881,67.3077,45.3671,24.4755
3.3-10,0.0116,15.9155,21.495,47.8,10.069,0.3963,73.7,0.0064,0.0061,0.0048,0.0035,0.0022,0.0016,0.0008,0.5519,0.526,0.4098,0.2988,0.1928,0.1333,0.0708,1.809,1.699,1.323,0.974,0.642,0.455,0.254,155.546,146.0877,113.7575,83.7489,55.2021,39.123,21.8401
3.3-11,0.0115,15.7882,21.2998,47.3,9.8741,0.3593,68.1,0.0062,0.0061,0.0049,0.0037,0.0023,0.0015,0.0008,0.5406,0.5292,0.4261,0.3233,0.1949,0.1323,0.0708,1.756,1.663,1.352,1.046,0.637,0.443,0.25,152.2984,144.2324,117.2593,90.7199,55.2472,38.4215,21.6826
3.3-12,0.0114,15.6609,23.073,48,9.9391,0.3589,68.5,0.0061,0.0058,0.0046,0.0033,0.0021,0.0015,0.0008,0.534,0.5106,0.4001,0.2897,0.1873,0.1311,0.0682,1.723,1.601,1.26,0.932,0.615,0.443,0.244,150.6119,139.9476,110.1399,81.4685,53.7587,38.7238,21.3287
3.3-13,0.0116,15.9155,21.9847,48.1,10.069,0.3777,71.5,0.0065,0.0063,0.0051,0.0042,0.0031,0.0022,0.0013,0.5542,0.5449,0.4381,0.3589,0.2669,0.192,0.1133,1.814,1.719,1.382,1.155,0.881,0.644,0.394,155.9759,147.8074,118.8306,99.3121,75.7524,55.374,33.8779
3.3-14,0.0114,15.5335,20.8968,46.3,10.1339,0.4014,74.8,0.0053,0.0054,0.0041,0.0028,0.0018,0.0012,0.0006,0.4627,0.4713,0.362,0.2467,0.1543,0.1035,0.049,1.444,1.503,1.162,0.787,0.504,0.348,0.174,127.2247,132.4229,102.3789,69.3392,44.4053,30.6608,15.3304
3.3-15,0.0112,15.2789,25.1053,48.1,10.004,0.3712,70.3,0.0066,0.0065,0.0059,0.0054,0.004,0.0026,0.0012,0.5872,0.5789,0.5301,0.4876,0.3612,0.2332,0.1076,1.812,1.753,1.618,1.524,1.161,0.76,0.365,162.3656,157.0789,144.9821,136.5591,104.0323,68.1004,32.7061
3.3-16,0.0115,15.7882,21.6312,47.5,10.1339,0.4022,74.9,0.0072,0.0071,0.0066,0.0059,0.0035,0.0018,0.0007,0.6266,0.6174,0.5719,0.5107,0.3058,0.1574,0.0635,1.989,1.936,1.82,1.658,1.009,0.527,0.221,172.5065,167.9098,157.8491,143.7988,87.5108,45.7069,19.1674
3.3-17,0.0114,15.6609,23.3922,48.2,10.069,0.376,71.3,0.007,0.0069,0.0066,0.0061,0.004,0.0021,0.0008,0.6106,0.6013,0.578,0.5294,0.3491,0.1833,0.0708,1.919,1.864,1.814,1.698,1.14,0.604,0.241,167.7448,162.9371,158.5664,148.4266,99.6504,52.7972,21.0664
3.3-18,0.0114,15.6609,23.7087,48.4,10.004,0.3877,72.2,0.0067,0.0067,0.006,0.0053,0.0037,0.0022,0.0009,0.5885,0.5816,0.5223,0.4625,0.3231,0.1901,0.0754,1.874,1.819,1.64,1.479,1.058,0.633,0.259,163.8112,159.0035,143.3566,129.2832,92.4825,55.3322,22.6399
3.3-19,0.0114,15.5335,23.6984,48,10.004,0.3694,70.1,0.0071,0.0069,0.0064,0.0058,0.0035,0.0018,0.0007,0.6269,0.6063,0.5638,0.5064,0.3112,0.1584,0.0609,1.954,1.868,1.762,1.618,1.012,0.524,0.209,172.1586,164.5815,155.2423,142.5551,89.163,46.1674,18.4141
3.3-20,0.0113,15.4062,22.2172,46.7,9.8741,0.3794,70.3,0.0068,0.0066,0.006,0.0053,0.0028,0.0013,0.0005,0.6004,0.5821,0.5371,0.4678,0.2468,0.1128,0.0426,1.895,1.786,1.669,1.482,0.793,0.368,0.144,168.4444,158.7556,148.3556,131.7333,70.4889,32.7111,12.8
3.3-21,0.0114,15.5335,21.0673,46.4,10.004,0.3936,72.9,0.0057,0.0052,0.0043,0.0036,0.0019,0.001,0.0004,0.5042,0.4586,0.3772,0.314,0.1706,0.0846,0.032,1.612,1.453,1.193,1.013,0.562,0.285,0.112,142.0264,128.0176,105.1101,89.2511,49.5154,25.1101,9.8678
3.3-22,0.0114,15.6609,20.7619,46.6,9.9391,0.3909,72.1,0.0071,0.0067,0.0059,0.0052,0.0026,0.0012,0.0004,0.6162,0.587,0.5178,0.4502,0.227,0.1064,0.0392,1.962,1.843,1.645,1.461,0.749,0.359,0.137,171.5035,161.1014,143.7937,127.7098,65.472,31.3811,11.9755
3.3-23,0.0114,15.6609,20.4203,46.4,10.069,0.3922,73.2,0.0067,0.0065,0.0062,0.0058,0.0039,0.002,0.0008,0.5886,0.5712,0.5444,0.5096,0.3365,0.1761,0.0657,1.88,1.776,1.714,1.641,1.107,0.586,0.226,164.3357,155.2448,149.8252,143.4441,96.7657,51.2238,19.7552
3.3-24,0.0114,15.5335,22.2404,47.1,10.004,0.386,72,0.0065,0.0063,0.0052,0.0041,0.0022,0.0013,0.0005,0.575,0.5516,0.4604,0.3628,0.195,0.1121,0.0434,1.798,1.709,1.442,1.163,0.634,0.373,0.151,158.4141,150.5727,127.0485,102.467,55.859,32.8634,13.304
3.3-25,0.0114,15.5335,20.2075,45.9,10.1989,0.3835,73.1,0.0063,0.0062,0.0051,0.0043,0.0025,0.0014,0.0005,0.5572,0.5419,0.452,0.3776,0.2199,0.1216,0.0479,1.795,1.698,1.425,1.215,0.72,0.406,0.166,158.1498,149.6035,125.5507,107.0485,63.4361,35.7709,14.6256
3.3-26,0.0114,15.6609,20.7619,46.6,10.069,0.3716,70.8,0.0057,0.0053,0.0041,0.003,0.0016,0.0009,0.0003,0.4954,0.4611,0.3621,0.2639,0.1434,0.081,0.0298,1.621,1.478,1.169,0.861,0.481,0.28,0.107,141.6958,129.1958,102.1853,75.2622,42.0455,24.4755,9.3532
3.3-27,0.0115,15.7882,22.1231,47.8,10.1339,0.3941,73.9,0.0075,0.007,0.0065,0.0056,0.0022,0.0007,0.0003,0.6458,0.6105,0.5659,0.4865,0.188,0.0637,0.0277,2.044,1.9,1.789,1.569,0.618,0.213,0.095,177.2767,164.7875,155.1605,136.0798,53.5993,18.4736,8.2394
